number,year,month,area_1,area_2,length,mass,sex,maturity,age,est_age
4,1996,9,2,2,34.4,450,1,2,3,3
5,1996,9,2,2,37.1,605,2,2,4,4
6,1996,9,2,2,34.2,465,2,2,3,3
7,1996,9,3,3,26.3,150,1,1,2,2
8,1996,9,3,3,25.5,175,2,2,3,3
9,1996,9,3,3,31,345,1,2,3,3
10,1996,9,3,3,32,465,1,2,3,3
11,1996,9,3,3,33.1,430,2,2,3,3
12,1996,9,3,3,44.6,1080,1,5,5,5
13,1996,9,3,3,24.5,170,1,2,2,2
14,1996,9,3,3,25.5,185,1,1,2,2
15,1996,9,3,3,24.5,140,2,2,2,2
16,1996,9,3,3,15,32,1,1,2,2
17,1996,9,3,3,15.8,40,1,1,NA,NA
18,1996,9,3,3,15.3,36,2,1,1,1
19,1996,9,3,3,14.8,30,2,1,1,1
20,1996,9,3,3,14.5,32,2,1,1,1
21,1996,9,3,3,14.2,30,2,2,1,1
22,1996,9,3,3,14.9,32,1,1,1,1
23,1996,9,3,3,15,36,2,1,2,2
24,1996,9,3,3,23,130,2,1,2,2
25,1996,9,3,3,20,84,2,1,2,2
26,1996,9,3,3,16.8,48,2,1,1,1
27,1996,9,3,3,21.3,112,2,1,2,2
28,1996,9,3,3,17.7,50,1,1,2,2
29,1996,9,3,3,20.9,96,2,1,2,2
30,1996,9,3,3,17.6,50,1,1,NA,NA
31,1996,9,1,1,33.7,475,1,2,3,3
32,1996,9,1,1,36,530,1,2,3,3
33,1996,9,1,1,35.7,510,1,2,3,3
34,1996,9,1,1,25.1,160,1,2,3,3
35,1996,9,1,1,27.9,245,2,2,3,3
36,1996,9,1,1,25.8,175,1,1,2,2
37,1996,9,1,1,30,310,2,2,2,2
38,1996,9,1,1,31.2,365,2,1,3,3
39,1996,9,1,1,27.8,225,1,1,3,3
40,1996,9,1,1,30.9,365,2,2,3,3
41,1996,9,1,1,34.2,455,1,2,3,3
42,1996,9,1,1,34.4,475,1,2,3,3
43,1996,9,1,1,34,490,2,2,3,3
44,1996,9,1,1,29.7,250,2,2,3,3
45,1996,9,1,1,26.5,195,1,2,3,3
46,1996,9,1,1,27,200,2,1,3,3
47,1996,9,1,1,19.4,70,2,2,2,2
48,1996,9,1,1,18.1,58,1,2,2,2
49,1996,9,1,1,19,72,2,1,2,2
50,1996,9,1,1,19.1,66,1,1,2,2
51,1996,9,1,1,16.7,46,1,1,2,2
52,1996,9,1,1,16.2,40,1,1,2,2
53,1996,9,1,1,21.6,114,2,2,2,2
54,1996,9,1,1,22,112,1,1,2,2
55,1996,9,1,1,22.7,90,2,2,2,2
56,1996,9,0,0,32,430,1,2,2,2
57,1996,9,0,0,33.7,410,1,2,3,3
58,1996,9,0,0,30,370,1,2,3,3
59,1996,9,0,0,33.1,395,1,2,3,3
60,1996,9,0,0,30.3,310,1,2,3,3
61,1996,9,0,0,31.5,360,1,2,3,3
62,1996,9,0,0,34.7,490,2,2,3,3
63,1996,9,0,0,22.3,110,1,1,2,2
64,1996,9,0,0,25.1,185,1,2,3,3
65,1996,9,0,0,33.5,445,1,2,3,3
66,1996,9,0,0,15.2,34,1,1,1,1
67,1996,9,0,0,16.2,40,2,1,2,2
68,1996,9,0,0,16.5,50,2,2,2,2
69,1996,9,0,0,14.4,30,2,1,1,1
70,1996,9,0,0,16,40,2,2,2,2
71,1996,9,0,0,14.8,36,1,1,1,1
72,1996,9,0,0,15.1,30,1,1,1,1
73,1996,9,0,0,15.5,36,1,1,1,1
74,1996,9,0,0,41.3,775,1,2,5,5
75,1996,9,0,0,43.5,1010,2,2,5,5
76,1996,9,4,4,15.2,34,1,1,2,2
77,1996,9,4,4,17,48,2,2,2,2
78,1996,9,4,4,17,44,1,1,2,2
79,1996,9,4,4,15.4,34,2,1,1,1
80,1996,9,4,4,17.5,56,2,1,2,2
81,1996,9,4,4,21.6,104,2,1,2,2
82,1996,9,4,4,27.2,235,2,2,2,2
83,1996,9,4,4,27.7,235,1,2,3,3
84,1996,9,4,4,28,215,2,2,3,3
85,1996,9,4,4,28.5,250,1,1,3,3
86,1996,9,4,4,28.5,255,1,2,3,3
87,1996,9,5,5,17,50,1,1,2,2
88,1996,9,5,5,18.6,66,2,2,2,2
89,1996,9,5,5,22.9,110,2,2,2,2
90,1996,9,5,5,20.6,90,2,1,2,2
91,1996,9,5,5,20.9,90,1,1,2,2
92,1996,9,5,5,22.5,112,1,1,2,2
93,1996,9,5,5,25.3,180,1,1,3,3
94,1996,9,5,5,25.5,190,2,2,3,3
95,1996,9,5,5,23.7,130,2,1,2,2
96,1996,9,5,5,22.2,102,2,1,2,2
97,1996,9,5,5,30.3,285,2,1,2,2
98,1996,9,5,5,31,330,1,1,3,3
99,1996,9,6,6,20.1,78,2,1,2,2
100,1996,9,6,6,22.4,102,2,1,2,2
101,1996,9,6,6,21.9,112,2,1,2,2
102,1996,9,6,6,22.7,117,1,1,NA,NA
103,1996,9,6,6,20.1,86,2,1,2,2
104,1996,9,6,6,20.6,86,1,1,2,2
105,1996,9,6,6,20.5,90,2,1,2,2
106,1996,9,6,6,25.5,190,1,2,3,3
107,1996,9,6,6,21.8,118,1,1,2,2
108,1996,9,6,6,21.5,92,2,1,2,2
109,1996,9,6,6,27.2,210,1,1,3,3
110,1996,9,6,6,23.8,150,2,1,2,2
111,1996,9,6,6,31.5,365,1,1,2,2
112,1996,9,6,6,29,245,2,2,3,3
113,1996,9,6,6,26.9,225,2,2,3,3
114,1996,9,6,6,27.1,230,2,2,3,3
115,1996,9,6,6,32,380,2,2,3,3
116,1996,9,6,6,34.5,510,1,2,3,3
117,1996,9,0,0,19.6,86,2,1,2,2
118,1996,9,0,0,21.3,98,1,1,2,2
119,1996,9,0,0,17.8,62,1,1,2,2
120,1996,9,0,0,18,68,2,1,2,2
121,1996,9,0,0,19.2,86,1,1,2,2
122,1996,9,0,0,28.4,240,2,1,3,3
123,1996,9,0,0,24.4,165,2,2,3,3
124,1996,9,0,0,22.2,120,1,1,NA,NA
125,1996,9,0,0,15.7,46,2,1,2,2
126,1996,9,0,0,16.5,52,1,1,2,2
127,1996,9,0,0,23.8,155,1,2,2,2
128,1996,9,0,0,22.2,130,2,1,2,2
129,1996,9,0,0,28,260,2,1,3,3
130,1996,9,0,0,32,330,1,1,3,3
131,1996,9,0,0,34.3,475,1,2,3,3
132,1996,9,0,0,42.6,875,1,2,4,4
133,1996,9,0,0,35,520,1,2,3,3
134,1996,9,0,0,38.2,700,2,5,4,4
135,1996,9,0,0,39.5,700,1,2,4,4
136,1996,9,0,0,37.5,635,2,2,4,4
137,1996,9,0,0,35.8,515,2,2,3,3
138,1996,9,0,0,36.8,550,1,2,3,3
139,1996,9,0,0,37.2,575,2,2,3,3
140,1996,9,0,0,32.2,395,1,2,3,3
141,1996,9,0,0,34.5,425,2,2,3,3
142,1996,9,0,0,32.1,410,1,2,3,3
143,1996,9,0,0,23.4,130,2,1,2,2
144,1996,9,0,0,34.3,470,2,2,3,3
145,1996,9,0,0,33.5,415,1,2,3,3
146,1996,9,0,0,31.5,385,2,2,3,3
147,1996,9,0,0,35,470,1,2,3,3
148,1996,9,0,0,34.7,495,1,2,3,3
149,1996,9,0,0,33.7,445,1,2,3,3
150,1996,9,0,0,33,420,1,2,3,3
151,1996,9,0,0,14.4,30,1,1,1,1
152,1996,9,0,0,13.8,28,2,1,1,1
153,1996,9,0,0,14.3,30,2,1,1,1
154,1996,9,0,0,14.8,30,1,1,1,1
155,1996,9,8,12,36.6,666,2,5,3,3
156,1996,9,8,12,35,525,2,2,3,3
157,1996,9,8,12,36.9,620,2,3,3,3
158,1996,9,8,12,34.7,470,1,2,3,3
159,1996,9,8,12,33.5,445,1,2,3,3
161,1996,9,8,12,29.3,300,2,2,3,3
162,1996,9,8,12,16.3,38,1,1,2,2
163,1996,9,8,12,22.5,104,2,2,2,2
164,1996,9,8,12,25.5,175,1,1,2,2
165,1996,9,8,12,27.1,210,2,1,3,3
166,1996,9,8,12,32.5,380,1,2,NA,NA
167,1996,9,8,12,32,390,2,2,3,3
168,1996,9,8,12,31.5,365,2,2,3,3
169,1996,9,8,12,28.4,240,1,2,3,3
170,1996,9,8,12,30.8,350,1,2,3,3
171,1996,9,8,12,30.7,300,2,2,3,3
172,1996,9,8,12,28,255,1,2,3,3
173,1996,9,8,12,26,205,2,2,3,3
174,1996,9,8,12,24.5,130,1,1,2,2
175,1996,9,8,12,25.2,145,1,2,2,2
176,1996,9,8,12,27,195,2,2,2,2
177,1996,9,8,12,26.4,185,1,1,2,2
178,1996,9,8,12,17.8,60,1,1,2,2
179,1996,9,8,12,25.2,180,2,2,2,2
180,1996,9,8,12,28,250,2,2,2,2
181,1996,9,8,12,28.6,220,2,2,2,2
182,1996,9,7,11,18.7,66,2,1,2,2
183,1996,9,7,11,18.3,58,1,1,2,2
184,1996,9,7,11,23.6,130,2,2,2,2
185,1996,9,7,11,21.6,102,1,1,2,2
186,1996,9,7,11,21.1,110,1,1,2,2
187,1996,9,7,11,20.3,82,2,1,2,2
188,1996,9,7,11,18.9,64,2,1,2,2
189,1996,9,7,11,28,260,1,2,3,3
190,1996,9,7,11,33.5,425,2,2,3,3
191,1996,9,7,11,32.3,360,1,2,3,3
192,1996,9,7,11,32,375,2,2,3,3
193,1996,9,7,11,37.8,595,1,2,3,3
194,1996,9,7,11,29.1,300,2,2,3,3
195,1996,9,7,11,32.2,395,1,2,3,3
196,1996,9,7,11,27.3,260,2,2,3,3
197,1996,9,7,11,16.6,44,2,1,NA,NA
198,1996,9,7,11,15.6,32,1,1,1,1
199,1996,9,7,11,27.1,215,1,2,3,3
200,1996,9,7,11,22.5,126,2,2,2,2
201,1996,9,7,11,25.6,190,2,2,2,2
202,1996,9,7,11,28.2,270,1,1,3,3
203,1996,9,7,11,25.8,180,1,2,3,3
204,1996,9,7,11,29,295,1,2,3,3
205,1996,9,7,11,24.2,170,1,2,2,2
206,1996,9,7,11,27.8,230,2,2,3,3
207,1996,9,7,11,23.8,130,1,2,2,2
208,1996,9,6,6,19.4,84,1,1,2,2
209,1996,9,6,6,16.2,44,1,1,2,2
210,1996,9,6,6,16.4,44,1,1,2,2
211,1996,9,6,6,19.1,72,2,1,2,2
212,1996,9,6,6,20.2,90,1,1,3,3
213,1996,9,6,6,29.7,275,1,1,3,3
214,1996,9,6,6,31,355,2,2,2,2
215,1996,9,6,6,21.9,114,2,1,3,3
216,1996,9,6,6,26,180,2,1,4,4
217,1996,9,6,6,30.8,310,1,1,3,3
218,1996,9,6,6,29.9,290,1,1,3,3
219,1996,9,6,6,33.2,415,2,2,4,4
220,1996,9,6,6,36.5,530,1,3,3,3
221,1996,9,6,6,33.1,410,2,2,3,3
222,1996,9,6,6,31.4,345,2,2,3,3
223,1996,9,6,6,31,345,2,1,3,3
224,1996,9,6,6,21.3,100,1,1,2,2
225,1996,9,6,6,20.9,88,2,1,2,2
226,1996,9,6,6,35,565,1,2,3,3
227,1996,9,6,6,32.1,410,1,2,3,3
228,1996,9,6,6,36.5,530,1,2,3,3
229,1996,9,6,6,31.2,365,1,2,3,3
230,1996,9,6,6,14.2,30,2,1,2,2
231,1996,9,6,6,32,410,1,2,3,3
232,1996,9,6,6,34.5,470,1,2,3,3
233,1996,9,6,6,33.7,465,1,2,3,3
234,1996,9,6,6,34.7,460,2,2,3,3
235,1996,9,6,6,28.9,270,1,2,3,3
236,1996,9,6,6,35,490,2,2,3,3
237,1996,9,6,6,31.8,390,1,1,3,3
238,1996,9,6,6,30.2,355,1,2,3,3
239,1996,9,6,6,32.4,440,2,2,3,3
240,1996,9,6,6,34.3,425,1,2,3,3
0,1996,9,3,3,16.2,40,NA,0,NA,2
0,1996,9,3,3,17.3,52,NA,0,NA,2
0,1996,9,3,3,19.3,78,NA,0,NA,2
0,1996,9,3,3,15.6,44,NA,0,NA,2
0,1996,9,3,3,15.7,36,NA,0,NA,2
0,1996,9,3,3,19.4,82,NA,0,NA,2
0,1996,9,3,3,19.7,82,NA,0,NA,2
0,1996,9,3,3,17.5,52,NA,0,NA,2
0,1996,9,3,3,16.5,44,NA,0,NA,2
0,1996,9,3,3,15.1,36,NA,0,NA,2
0,1996,9,1,1,31.7,340,NA,0,NA,3
0,1996,9,1,1,27.2,215,NA,0,NA,3
0,1996,9,1,1,27.1,225,NA,0,NA,3
0,1996,9,1,1,28.3,260,NA,0,NA,3
0,1996,9,1,1,23.6,155,NA,0,NA,2
0,1996,9,1,1,23.4,135,NA,0,NA,2
0,1996,9,1,1,23.2,130,NA,0,NA,2
0,1996,9,1,1,17.5,54,NA,0,NA,2
0,1996,9,1,1,20.8,94,NA,0,NA,2
0,1996,9,1,1,22.8,110,NA,0,NA,2
0,1996,9,1,1,24,106,NA,0,NA,2
0,1996,9,1,1,17.3,60,NA,0,NA,2
0,1996,9,1,1,16.6,46,NA,0,NA,2
0,1996,9,1,1,16.7,48,NA,0,NA,2
0,1996,9,1,1,17.3,60,NA,0,NA,2
0,1996,9,1,1,17.5,52,NA,0,NA,2
0,1996,9,1,1,17.1,52,NA,0,NA,2
0,1996,9,1,1,16.5,48,NA,0,NA,2
0,1996,9,1,1,16.3,44,NA,0,NA,2
0,1996,9,0,0,15.3,36,NA,0,NA,2
0,1996,9,0,0,33,355,NA,0,NA,2
0,1996,9,0,0,34,430,NA,0,NA,3
0,1996,9,0,0,26.4,210,NA,0,NA,3
0,1996,9,0,0,27.4,240,NA,0,NA,3
0,1996,9,0,0,24.5,135,NA,0,NA,2
0,1996,9,0,0,24.2,160,NA,0,NA,2
0,1996,9,0,0,21.3,116,NA,0,NA,2
0,1996,9,0,0,15.7,44,NA,0,NA,2
0,1996,9,0,0,17.5,60,NA,0,NA,2
0,1996,9,0,0,36.5,525,NA,0,NA,3
0,1996,9,0,0,25.8,185,NA,0,NA,2
0,1996,9,0,0,17.2,58,NA,0,NA,2
0,1996,9,0,0,16.8,58,NA,0,NA,2
0,1996,9,0,0,23.8,150,NA,0,NA,2
0,1996,9,0,0,30,360,NA,0,NA,3
0,1996,9,0,0,23.7,145,NA,0,NA,2
0,1996,9,0,0,31.8,395,NA,0,NA,2
0,1996,9,0,0,27.2,235,NA,0,NA,3
0,1996,9,0,0,17.4,64,NA,0,NA,2
0,1996,9,0,0,18.6,80,NA,0,NA,2
0,1996,9,0,0,27,210,NA,0,NA,3
0,1996,9,0,0,16.7,50,NA,0,NA,2
0,1996,9,0,0,18.7,78,NA,0,NA,2
0,1996,9,0,0,15.8,48,NA,0,NA,2
0,1996,9,0,0,18.1,74,NA,0,NA,2
0,1996,9,0,0,17.5,68,NA,0,NA,2
0,1996,9,0,0,19,78,NA,0,NA,2
0,1996,9,0,0,16.2,48,NA,0,NA,2
0,1996,9,0,0,20.5,86,NA,0,NA,2
0,1996,9,0,0,15.5,42,NA,0,NA,2
0,1996,9,0,0,15.6,38,NA,0,NA,2
0,1996,9,0,0,20.2,100,NA,0,NA,2
0,1996,9,0,0,18.4,72,NA,0,NA,2
0,1996,9,0,0,15.6,44,NA,0,NA,2
0,1996,9,0,0,22.6,145,NA,0,NA,2
0,1996,9,0,0,24.1,165,NA,0,NA,2
0,1996,9,0,0,20.4,100,NA,0,NA,2
0,1996,9,0,0,20.4,96,NA,0,NA,2
0,1996,9,0,0,17,58,NA,0,NA,2
0,1996,9,0,0,16.5,46,NA,0,NA,2
0,1996,9,0,0,28,260,NA,0,NA,2
0,1996,9,0,0,26.7,210,NA,0,NA,3
0,1996,9,0,0,17,54,NA,0,NA,2
0,1996,9,0,0,33.6,445,NA,0,NA,3
0,1996,9,0,0,37.5,605,NA,0,NA,4
0,1996,9,0,0,21.4,108,NA,0,NA,2
0,1996,9,0,0,31.1,365,NA,0,NA,3
0,1996,9,0,0,33,460,NA,0,NA,3
0,1996,9,0,0,31,335,NA,0,NA,3
0,1996,9,0,0,36.6,530,NA,0,NA,3
0,1996,9,0,0,19.6,66,NA,0,NA,2
0,1996,9,0,0,18.5,68,NA,0,NA,2
0,1996,9,0,0,19.1,72,NA,0,NA,2
0,1996,9,0,0,15.9,46,NA,0,NA,2
0,1996,9,0,0,15.6,48,NA,0,NA,2
0,1996,9,0,0,17.7,60,NA,0,NA,2
0,1996,9,0,0,17,48,NA,0,NA,2
0,1996,9,0,0,25.2,185,NA,0,NA,2
0,1996,9,0,0,15.5,38,NA,0,NA,2
0,1996,9,0,0,35.7,495,NA,0,NA,3
0,1996,9,0,0,26.3,190,NA,0,NA,2
0,1996,9,0,0,28,250,NA,0,NA,3
0,1996,9,0,0,19.3,86,NA,0,NA,2
0,1996,9,0,0,17.8,66,NA,0,NA,2
0,1996,9,0,0,29.2,260,NA,0,NA,3
0,1996,9,0,0,34,435,NA,0,NA,3
0,1996,9,0,0,22.6,140,NA,0,NA,2
0,1996,9,0,0,34.1,490,NA,0,NA,3
0,1996,9,0,0,25,180,NA,0,NA,2
0,1996,9,0,0,25,170,NA,0,NA,2
0,1996,9,0,0,25,160,NA,0,NA,2
0,1996,9,0,0,35.2,470,NA,0,NA,3
0,1996,9,0,0,35,505,NA,0,NA,3
0,1996,9,0,0,24.6,155,NA,0,NA,2
0,1996,9,0,0,18.2,66,NA,0,NA,2
0,1996,9,0,0,17.8,64,NA,0,NA,2
0,1996,9,0,0,18,56,NA,0,NA,2
0,1996,9,0,0,29.6,290,NA,0,NA,3
0,1996,9,0,0,16.3,52,NA,0,NA,2
0,1996,9,0,0,22.5,126,NA,0,NA,2
0,1996,9,0,0,25.2,190,NA,0,NA,2
0,1996,9,0,0,31.6,360,NA,0,NA,3
0,1996,9,0,0,25,200,NA,0,NA,2
0,1996,9,0,0,16.4,48,NA,0,NA,2
0,1996,9,0,0,18.6,66,NA,0,NA,2
0,1996,9,0,0,27.5,260,NA,0,NA,3
0,1996,9,0,0,30.1,330,NA,0,NA,3
0,1996,9,0,0,29,275,NA,0,NA,3
0,1996,9,0,0,29.2,310,NA,0,NA,3
0,1996,9,0,0,26.6,230,NA,0,NA,3
0,1996,9,0,0,22,124,NA,0,NA,2
0,1996,9,0,0,17,64,NA,0,NA,2
0,1996,9,0,0,18,66,NA,0,NA,2
0,1996,9,0,0,15.5,48,NA,0,NA,2
0,1996,9,0,0,20.7,112,NA,0,NA,2
0,1996,9,0,0,17.5,68,NA,0,NA,2
0,1996,9,0,0,16.5,58,NA,0,NA,2
0,1996,9,0,0,19.5,86,NA,0,NA,2
0,1996,9,0,0,17.8,70,NA,0,NA,2
0,1996,9,0,0,16.6,58,NA,0,NA,2
0,1996,9,0,0,23.1,145,NA,0,NA,2
0,1996,9,0,0,15.8,52,NA,0,NA,2
0,1996,9,0,0,17,58,NA,0,NA,2
0,1996,9,0,0,14.9,44,NA,0,NA,2
0,1996,9,0,0,17.3,64,NA,0,NA,2
0,1996,9,0,0,17.2,64,NA,0,NA,2
0,1996,9,0,0,18,68,NA,0,NA,2
0,1996,9,0,0,22.3,124,NA,0,NA,2
0,1996,9,0,0,20.6,110,NA,0,NA,2
0,1996,9,0,0,18.7,80,NA,0,NA,2
0,1996,9,0,0,20.3,96,NA,0,NA,2
0,1996,9,0,0,18.7,82,NA,0,NA,2
0,1996,9,0,0,20.8,100,NA,0,NA,2
0,1996,9,0,0,17.9,68,NA,0,NA,2
0,1996,9,0,0,25.3,180,NA,0,NA,2
0,1996,9,0,0,16,48,NA,0,NA,2
0,1996,9,0,0,16.7,54,NA,0,NA,2
0,1996,9,0,0,25.7,190,NA,0,NA,2
0,1996,9,0,0,26.6,210,NA,0,NA,3
0,1996,9,0,0,32.7,410,NA,0,NA,3
0,1996,9,0,0,30.6,330,NA,0,NA,3
0,1996,9,0,0,29.7,310,NA,0,NA,3
0,1996,9,0,0,31.3,365,NA,0,NA,3
0,1996,9,0,0,30.5,325,NA,0,NA,3
0,1996,9,0,0,30.5,315,NA,0,NA,3
0,1996,9,0,0,29,290,NA,0,NA,3
0,1996,9,0,0,29,250,NA,0,NA,3
0,1996,9,0,0,31.7,345,NA,0,NA,3
0,1996,9,0,0,29.8,300,NA,0,NA,3
0,1996,9,0,0,26,190,NA,0,NA,3
0,1996,9,0,0,24.6,165,NA,0,NA,2
0,1996,9,0,0,25.5,210,NA,0,NA,2
0,1996,9,0,0,26.2,210,NA,0,NA,3
0,1996,9,0,0,26,190,NA,0,NA,3
0,1996,9,0,0,27,225,NA,0,NA,3
0,1996,9,0,0,23.3,130,NA,0,NA,2
0,1996,9,0,0,25,195,NA,0,NA,2
0,1996,9,0,0,26.1,230,NA,0,NA,2
0,1996,9,0,0,21.9,112,NA,0,NA,2
0,1996,9,0,0,31.6,355,NA,0,NA,3
0,1996,9,0,0,24,150,NA,0,NA,2
0,1996,9,0,0,18.8,80,NA,0,NA,2
0,1996,9,0,0,18.2,68,NA,0,NA,2
0,1996,9,0,0,21.8,126,NA,0,NA,2
0,1996,9,0,0,18.4,70,NA,0,NA,2
0,1996,9,0,0,17.5,58,NA,0,NA,2
0,1996,9,0,0,19,76,NA,0,NA,2
0,1996,9,0,0,18.4,72,NA,0,NA,2
0,1996,9,0,0,18,66,NA,0,NA,2
0,1996,9,0,0,17.2,52,NA,0,NA,2
0,1996,9,0,0,17.5,58,NA,0,NA,2
0,1996,9,0,0,14.2,34,NA,0,NA,2
0,1996,9,0,0,14.5,36,NA,0,NA,2
0,1996,9,0,0,16.3,50,NA,0,NA,2
0,1996,9,0,0,16.4,48,NA,0,NA,2
0,1996,9,0,0,17.5,58,NA,0,NA,2
0,1996,9,0,0,19.7,78,NA,0,NA,2
0,1996,9,7,11,16.6,46,NA,0,NA,2
0,1996,9,7,11,21,88,NA,0,NA,2
0,1996,9,7,11,23.3,130,NA,0,NA,2
0,1996,9,7,11,27.2,240,NA,0,NA,3
0,1996,9,7,11,25.6,175,NA,0,NA,2
0,1996,9,7,11,19.1,64,NA,0,NA,2
0,1996,9,7,11,24.5,170,NA,0,NA,2
0,1996,9,7,11,26.2,185,NA,0,NA,2
0,1996,9,7,11,22.5,112,NA,0,NA,2
0,1996,9,7,11,22.9,135,NA,0,NA,2
0,1996,9,7,11,31,305,NA,0,NA,3
0,1996,9,7,11,22.2,98,NA,0,NA,2
0,1996,9,7,11,25.5,175,NA,0,NA,2
0,1996,9,7,11,20.3,82,NA,0,NA,2
0,1996,9,7,11,27.1,205,NA,0,NA,2
0,1996,9,7,11,27,205,NA,0,NA,2
0,1996,9,7,11,22.8,118,NA,0,NA,2
0,1996,9,7,11,25.2,165,NA,0,NA,2
0,1996,9,7,11,19.1,64,NA,0,NA,2
0,1996,9,7,11,23.4,130,NA,0,NA,2
0,1996,9,7,11,17.5,58,NA,0,NA,2
0,1996,9,7,11,16.5,46,NA,0,NA,2
0,1996,9,7,11,19.1,72,NA,0,NA,2
0,1996,9,7,11,26.4,200,NA,0,NA,3
0,1996,9,7,11,26,180,NA,0,NA,3
0,1996,9,7,11,27,225,NA,0,NA,3
0,1996,9,7,11,25.5,165,NA,0,NA,2
0,1996,9,7,11,26.5,205,NA,0,NA,3
0,1996,9,7,11,24.4,140,NA,0,NA,2
0,1996,9,7,11,20,80,NA,0,NA,2
0,1996,9,7,11,22.7,140,NA,0,NA,2
0,1996,9,7,11,19,60,NA,0,NA,2
0,1996,9,7,11,25.3,165,NA,0,NA,2
0,1996,9,7,11,24.5,150,NA,0,NA,2
0,1996,9,7,11,22.5,145,NA,0,NA,2
0,1996,9,7,11,18,58,NA,0,NA,2
0,1996,9,7,11,15.5,34,NA,0,NA,2
0,1996,9,7,11,15.8,38,NA,0,NA,2
0,1996,9,7,11,15.1,36,NA,0,NA,2
0,1996,9,7,11,16.5,50,NA,0,NA,2
0,1996,9,7,11,17.9,56,NA,0,NA,2
0,1996,9,7,11,21.2,102,NA,0,NA,2
0,1996,9,7,11,17.2,52,NA,0,NA,2
0,1996,9,7,11,17,42,NA,0,NA,2
0,1996,9,7,11,15.8,42,NA,0,NA,2
0,1996,9,7,11,16.7,50,NA,0,NA,2
0,1996,9,7,11,15.1,34,NA,0,NA,2
0,1996,9,7,11,16,36,NA,0,NA,2
0,1996,9,7,11,19,74,NA,0,NA,2
0,1996,9,7,11,25.2,130,NA,0,NA,2
0,1996,9,7,11,15.8,36,NA,0,NA,2
0,1996,9,7,11,18.2,56,NA,0,NA,2
0,1996,9,7,11,16.2,42,NA,0,NA,2
0,1996,9,7,11,15.3,36,NA,0,NA,2
0,1996,9,7,11,16.8,50,NA,0,NA,2
0,1996,9,7,11,16.3,0,NA,0,NA,2
0,1996,9,7,11,22.2,116,NA,0,NA,2
0,1996,9,7,11,28.5,270,NA,0,NA,3
0,1996,9,7,11,16.4,0,NA,0,NA,2
0,1996,9,4,4,15.1,34,NA,0,NA,2
0,1996,9,4,4,24,150,NA,0,NA,2
0,1996,9,4,4,18.8,62,NA,0,NA,2
0,1996,9,4,4,20.9,90,NA,0,NA,2
0,1996,9,4,4,20.7,96,NA,0,NA,2
0,1996,9,4,4,17.5,54,NA,0,NA,2
0,1996,9,4,4,21,100,NA,0,NA,2
0,1996,9,4,4,20.3,82,NA,0,NA,2
0,1996,9,4,4,18,58,NA,0,NA,2
0,1996,9,4,4,21.2,70,NA,0,NA,2
0,1996,9,4,4,19.3,78,NA,0,NA,2
0,1996,9,4,4,15.2,34,NA,0,NA,2
0,1996,9,4,4,24,140,NA,0,NA,2
0,1996,9,4,4,20.1,86,NA,0,NA,2
0,1996,9,4,4,21.8,110,NA,0,NA,2
0,1996,9,4,4,21.5,150,NA,0,NA,2
0,1996,9,4,4,23.5,150,NA,0,NA,2
0,1996,9,4,4,24.5,165,NA,0,NA,2
0,1996,9,4,4,23.5,145,NA,0,NA,2
0,1996,9,4,4,26.3,220,NA,0,NA,3
0,1996,9,4,4,30.8,325,NA,0,NA,2
0,1996,9,4,4,32.6,410,NA,0,NA,2
1,1997,9,2,2,16.9,38,2,1,2,2
2,1997,9,2,2,20.7,74,1,1,3,3
3,1997,9,2,2,22.2,94,2,2,3,3
4,1997,9,2,2,26,160,1,2,3,3
5,1997,9,2,2,28.2,210,1,2,3,3
6,1997,9,2,2,25.2,175,1,2,3,3
7,1997,9,2,2,32.2,340,1,2,4,4
8,1997,9,2,2,33.3,395,1,2,5,5
9,1997,9,0,0,22,76,2,2,3,3
10,1997,9,0,0,18.8,72,2,2,2,2
11,1997,9,0,0,20,64,2,2,2,2
12,1997,9,0,0,22.2,94,1,1,2,2
13,1997,9,0,0,23.4,112,1,2,2,2
14,1997,9,0,0,23,106,1,2,2,2
15,1997,9,0,0,25.7,130,1,2,3,3
16,1997,9,0,0,26.8,145,2,2,3,3
17,1997,9,0,0,24.7,155,2,2,2,2
18,1997,9,0,0,27.5,180,2,2,2,2
19,1997,9,0,0,28.5,205,2,2,3,3
20,1997,9,0,0,32.5,335,2,2,3,3
21,1997,9,0,0,36.5,520,1,9,3,3
22,1997,9,0,0,34.5,435,1,2,3,3
23,1997,9,0,0,39.2,650,1,2,5,5
24,1997,9,1,1,17,44,2,2,2,2
25,1997,9,1,1,15.5,36,2,1,2,2
26,1997,9,1,1,14.7,32,1,1,NA,NA
27,1997,9,1,1,21.4,88,2,2,2,2
28,1997,9,1,1,23.7,120,1,2,2,2
29,1997,9,1,1,24.9,170,1,1,2,2
30,1997,9,1,1,28.2,210,1,2,3,3
31,1997,9,1,1,28.8,265,2,2,3,3
32,1997,9,1,1,28,205,2,2,3,3
33,1997,9,1,1,27.5,190,2,2,4,4
34,1997,9,1,1,32.5,345,2,2,3,3
35,1997,9,1,1,36.4,485,2,2,4,4
36,1997,9,1,1,31,350,1,2,4,4
37,1997,9,1,1,30.8,265,1,2,3,3
38,1997,9,1,1,33.5,395,2,2,4,4
39,1997,9,1,1,34.1,460,2,2,5,5
40,1997,9,1,1,36,505,2,2,4,4
